input_image,closest_images
/workspace/CloSe/data/close_image_scan/10020_2774.png,"['/workspace/image_retrieval_dataset/31212/001.png', '/workspace/image_retrieval_dataset/11109/002.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/13190/002.png', '/workspace/image_retrieval_dataset/11914/003.png']"
/workspace/CloSe/data/close_image_scan/10021_2853.png,"['/workspace/image_retrieval_dataset/14860/002.png', '/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/11419/000.png', '/workspace/image_retrieval_dataset/14860/000.png', '/workspace/image_retrieval_dataset/11533/001.png']"
/workspace/CloSe/data/close_image_scan/10022_2915.png,"['/workspace/image_retrieval_dataset/11246/000.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/11790/002.png', '/workspace/image_retrieval_dataset/14787/000.png', '/workspace/image_retrieval_dataset/14951/001.png']"
/workspace/CloSe/data/close_image_scan/10023_2976.png,"['/workspace/image_retrieval_dataset/11914/003.png', '/workspace/image_retrieval_dataset/14860/002.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/31212/001.png', '/workspace/image_retrieval_dataset/11419/000.png']"
/workspace/CloSe/data/close_image_scan/10025_3124.png,"['/workspace/image_retrieval_dataset/13095/003.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/14787/000.png', '/workspace/image_retrieval_dataset/11499/002.png', '/workspace/image_retrieval_dataset/11214/000.png']"
/workspace/CloSe/data/close_image_scan/10026_3189.png,"['/workspace/image_retrieval_dataset/13438/003.png', '/workspace/image_retrieval_dataset/11246/000.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/11419/003.png']"
/workspace/CloSe/data/close_image_scan/10027_3256.png,"['/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/13396/002.png', '/workspace/image_retrieval_dataset/32558/002.png', '/workspace/image_retrieval_dataset/10538/001.png', '/workspace/image_retrieval_dataset/13680/000.png']"
/workspace/CloSe/data/close_image_scan/10028_3334.png,"['/workspace/image_retrieval_dataset/11419/000.png', '/workspace/image_retrieval_dataset/11914/003.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/11149/003.png', '/workspace/image_retrieval_dataset/10581/001.png']"
/workspace/CloSe/data/close_image_scan/10029_3362.png,"['/workspace/image_retrieval_dataset/14951/001.png', '/workspace/image_retrieval_dataset/11246/000.png', '/workspace/image_retrieval_dataset/13496/002.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/14179/003.png']"
/workspace/CloSe/data/close_image_scan/10030_3485.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/34934/001.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/10211/003.png', '/workspace/image_retrieval_dataset/14053/000.png']"
/workspace/CloSe/data/close_image_scan/10031_3531.png,"['/workspace/image_retrieval_dataset/12128/000.png', '/workspace/image_retrieval_dataset/13375/003.png', '/workspace/image_retrieval_dataset/13372/002.png', '/workspace/image_retrieval_dataset/13863/002.png', '/workspace/image_retrieval_dataset/11734/003.png']"
/workspace/CloSe/data/close_image_scan/10032_3577.png,"['/workspace/image_retrieval_dataset/11291/000.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/14435/001.png', '/workspace/image_retrieval_dataset/10211/003.png']"
/workspace/CloSe/data/close_image_scan/10033_3734.png,"['/workspace/image_retrieval_dataset/11665/000.png', '/workspace/image_retrieval_dataset/14064/003.png', '/workspace/image_retrieval_dataset/13412/000.png', '/workspace/image_retrieval_dataset/30411/001.png', '/workspace/image_retrieval_dataset/12151/002.png']"
/workspace/CloSe/data/close_image_scan/10034_3811.png,"['/workspace/image_retrieval_dataset/11713/002.png', '/workspace/image_retrieval_dataset/10108/000.png', '/workspace/image_retrieval_dataset/12100/003.png', '/workspace/image_retrieval_dataset/13884/002.png', '/workspace/image_retrieval_dataset/11770/001.png']"
/workspace/CloSe/data/close_image_scan/10035_3889.png,"['/workspace/image_retrieval_dataset/11499/002.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/11734/003.png', '/workspace/image_retrieval_dataset/10104/000.png', '/workspace/image_retrieval_dataset/11927/003.png']"
/workspace/CloSe/data/close_image_scan/10036_3966.png,"['/workspace/image_retrieval_dataset/10211/001.png', '/workspace/image_retrieval_dataset/11789/001.png', '/workspace/image_retrieval_dataset/14053/000.png', '/workspace/image_retrieval_dataset/14380/002.png', '/workspace/image_retrieval_dataset/13396/002.png']"
/workspace/CloSe/data/close_image_scan/10037_4079.png,"['/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/12715/001.png', '/workspace/image_retrieval_dataset/12110/001.png', '/workspace/image_retrieval_dataset/11929/002.png', '/workspace/image_retrieval_dataset/12303/000.png']"
/workspace/CloSe/data/close_image_scan/10038_4102.png,"['/workspace/image_retrieval_dataset/13317/001.png', '/workspace/image_retrieval_dataset/11214/000.png', '/workspace/image_retrieval_dataset/12701/003.png', '/workspace/image_retrieval_dataset/13412/000.png', '/workspace/image_retrieval_dataset/10463/000.png']"
/workspace/CloSe/data/close_image_scan/10042_4656.png,"['/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/10538/001.png', '/workspace/image_retrieval_dataset/10104/000.png', '/workspace/image_retrieval_dataset/10181/003.png', '/workspace/image_retrieval_dataset/10605/001.png']"
/workspace/CloSe/data/close_image_scan/10043_4596.png,"['/workspace/image_retrieval_dataset/12128/000.png', '/workspace/image_retrieval_dataset/12107/003.png', '/workspace/image_retrieval_dataset/13375/003.png', '/workspace/image_retrieval_dataset/11015/003.png', '/workspace/image_retrieval_dataset/10044/003.png']"
/workspace/CloSe/data/close_image_scan/10045_4849.png,"['/workspace/image_retrieval_dataset/14815/003.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/13172/001.png', '/workspace/image_retrieval_dataset/11914/003.png', '/workspace/image_retrieval_dataset/11109/002.png']"
/workspace/CloSe/data/close_image_scan/10046_4970.png,"['/workspace/image_retrieval_dataset/11158/002.png', '/workspace/image_retrieval_dataset/10573/000.png', '/workspace/image_retrieval_dataset/12121/001.png', '/workspace/image_retrieval_dataset/10349/000.png', '/workspace/image_retrieval_dataset/14093/003.png']"
/workspace/CloSe/data/close_image_scan/10049_5095.png,"['/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/11734/003.png', '/workspace/image_retrieval_dataset/10104/000.png']"
/workspace/CloSe/data/close_image_scan/10051_5365.png,"['/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/12056/003.png', '/workspace/image_retrieval_dataset/11476/003.png', '/workspace/image_retrieval_dataset/13469/002.png', '/workspace/image_retrieval_dataset/14259/000.png']"
/workspace/CloSe/data/close_image_scan/10052_5401.png,"['/workspace/image_retrieval_dataset/13317/001.png', '/workspace/image_retrieval_dataset/11016/003.png', '/workspace/image_retrieval_dataset/13316/003.png', '/workspace/image_retrieval_dataset/14718/002.png', '/workspace/image_retrieval_dataset/11366/001.png']"
/workspace/CloSe/data/close_image_scan/10054_5567.png,"['/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/11149/003.png', '/workspace/image_retrieval_dataset/14179/003.png', '/workspace/image_retrieval_dataset/11246/000.png']"
/workspace/CloSe/data/close_image_scan/10055_5658.png,"['/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/14815/003.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/11914/003.png', '/workspace/image_retrieval_dataset/12831/002.png']"
/workspace/CloSe/data/close_image_scan/10056_5754.png,"['/workspace/image_retrieval_dataset/10469/000.png', '/workspace/image_retrieval_dataset/11015/003.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/32558/002.png']"
/workspace/CloSe/data/close_image_scan/10059_6032.png,"['/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/10108/000.png', '/workspace/image_retrieval_dataset/34934/001.png', '/workspace/image_retrieval_dataset/11574/002.png']"
/workspace/CloSe/data/close_image_scan/10060_6140.png,"['/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/14815/003.png', '/workspace/image_retrieval_dataset/11246/000.png', '/workspace/image_retrieval_dataset/13347/002.png']"
/workspace/CloSe/data/close_image_scan/10062_6270.png,"['/workspace/image_retrieval_dataset/10211/001.png', '/workspace/image_retrieval_dataset/11291/000.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/34934/001.png', '/workspace/image_retrieval_dataset/11499/000.png']"
/workspace/CloSe/data/close_image_scan/10064_6690.png,"['/workspace/image_retrieval_dataset/10434/003.png', '/workspace/image_retrieval_dataset/13102/003.png', '/workspace/image_retrieval_dataset/13412/000.png', '/workspace/image_retrieval_dataset/11722/000.png', '/workspace/image_retrieval_dataset/12569/001.png']"
/workspace/CloSe/data/close_image_scan/10065_6573.png,"['/workspace/image_retrieval_dataset/14761/003.png', '/workspace/image_retrieval_dataset/11555/002.png', '/workspace/image_retrieval_dataset/14047/000.png', '/workspace/image_retrieval_dataset/14064/002.png', '/workspace/image_retrieval_dataset/13438/003.png']"
/workspace/CloSe/data/close_image_scan/10069_6836.png,"['/workspace/image_retrieval_dataset/10670/003.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/13737/001.png', '/workspace/image_retrieval_dataset/14099/000.png', '/workspace/image_retrieval_dataset/12303/000.png']"
/workspace/CloSe/data/close_image_scan/10070_6883.png,"['/workspace/image_retrieval_dataset/12945/001.png', '/workspace/image_retrieval_dataset/13863/002.png', '/workspace/image_retrieval_dataset/14435/002.png', '/workspace/image_retrieval_dataset/11015/003.png', '/workspace/image_retrieval_dataset/32558/002.png']"
/workspace/CloSe/data/close_image_scan/10071_6959.png,"['/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/12003/001.png', '/workspace/image_retrieval_dataset/12100/003.png', '/workspace/image_retrieval_dataset/12236/001.png']"
/workspace/CloSe/data/close_image_scan/10072_7071.png,"['/workspace/image_retrieval_dataset/14965/001.png', '/workspace/image_retrieval_dataset/11406/001.png', '/workspace/image_retrieval_dataset/12110/002.png', '/workspace/image_retrieval_dataset/13644/000.png', '/workspace/image_retrieval_dataset/11020/002.png']"
/workspace/CloSe/data/close_image_scan/10073_7160.png,"['/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/12151/002.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/31212/001.png']"
/workspace/CloSe/data/close_image_scan/10074_7254.png,"['/workspace/image_retrieval_dataset/14468/000.png', '/workspace/image_retrieval_dataset/11927/003.png', '/workspace/image_retrieval_dataset/14623/002.png', '/workspace/image_retrieval_dataset/13190/002.png', '/workspace/image_retrieval_dataset/13804/002.png']"
/workspace/CloSe/data/close_image_scan/10075_7348.png,"['/workspace/image_retrieval_dataset/11109/002.png', '/workspace/image_retrieval_dataset/13190/002.png', '/workspace/image_retrieval_dataset/14761/003.png', '/workspace/image_retrieval_dataset/11927/003.png', '/workspace/image_retrieval_dataset/13813/003.png']"
/workspace/CloSe/data/close_image_scan/10076_7428.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/11920/002.png', '/workspace/image_retrieval_dataset/11016/003.png', '/workspace/image_retrieval_dataset/34934/001.png', '/workspace/image_retrieval_dataset/11016/000.png']"
/workspace/CloSe/data/close_image_scan/10077_7525.png,"['/workspace/image_retrieval_dataset/12128/000.png', '/workspace/image_retrieval_dataset/11734/003.png', '/workspace/image_retrieval_dataset/12945/001.png', '/workspace/image_retrieval_dataset/13375/003.png', '/workspace/image_retrieval_dataset/14827/003.png']"
/workspace/CloSe/data/close_image_scan/10078_7612.png,"['/workspace/image_retrieval_dataset/31212/001.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/10104/000.png', '/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/11419/003.png']"
/workspace/CloSe/data/close_image_scan/10082_7739.png,"['/workspace/image_retrieval_dataset/13342/002.png', '/workspace/image_retrieval_dataset/14860/002.png', '/workspace/image_retrieval_dataset/12831/002.png', '/workspace/image_retrieval_dataset/13937/003.png', '/workspace/image_retrieval_dataset/10581/003.png']"
/workspace/CloSe/data/close_image_scan/10084_7824.png,"['/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/12218/002.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/31212/001.png', '/workspace/image_retrieval_dataset/11499/002.png']"
/workspace/CloSe/data/close_image_scan/10085_7849.png,"['/workspace/image_retrieval_dataset/13412/000.png', '/workspace/image_retrieval_dataset/10538/001.png', '/workspace/image_retrieval_dataset/11501/002.png', '/workspace/image_retrieval_dataset/11789/001.png', '/workspace/image_retrieval_dataset/13388/003.png']"
/workspace/CloSe/data/close_image_scan/10087_7960.png,"['/workspace/image_retrieval_dataset/14860/002.png', '/workspace/image_retrieval_dataset/11149/003.png', '/workspace/image_retrieval_dataset/11468/003.png', '/workspace/image_retrieval_dataset/12377/001.png', '/workspace/image_retrieval_dataset/14863/001.png']"
/workspace/CloSe/data/close_image_scan/10088_8012.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/10211/001.png', '/workspace/image_retrieval_dataset/14014/003.png', '/workspace/image_retrieval_dataset/11291/000.png']"
/workspace/CloSe/data/close_image_scan/10089_8063.png,"['/workspace/image_retrieval_dataset/14468/000.png', '/workspace/image_retrieval_dataset/10929/001.png', '/workspace/image_retrieval_dataset/14181/003.png', '/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/14701/000.png']"
/workspace/CloSe/data/close_image_scan/10090_8102.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/14053/000.png', '/workspace/image_retrieval_dataset/11920/002.png', '/workspace/image_retrieval_dataset/13316/003.png', '/workspace/image_retrieval_dataset/11789/001.png']"
/workspace/CloSe/data/close_image_scan/10091_8150.png,"['/workspace/image_retrieval_dataset/11790/002.png', '/workspace/image_retrieval_dataset/14965/001.png', '/workspace/image_retrieval_dataset/12151/002.png', '/workspace/image_retrieval_dataset/11246/000.png', '/workspace/image_retrieval_dataset/12258/000.png']"
/workspace/CloSe/data/close_image_scan/10092_8197.png,"['/workspace/image_retrieval_dataset/14761/003.png', '/workspace/image_retrieval_dataset/14623/002.png', '/workspace/image_retrieval_dataset/11149/001.png', '/workspace/image_retrieval_dataset/11109/002.png', '/workspace/image_retrieval_dataset/13190/002.png']"
/workspace/CloSe/data/close_image_scan/10093_8267.png,"['/workspace/image_retrieval_dataset/12110/001.png', '/workspace/image_retrieval_dataset/11051/002.png', '/workspace/image_retrieval_dataset/12715/001.png', '/workspace/image_retrieval_dataset/13289/002.png', '/workspace/image_retrieval_dataset/14014/003.png']"
/workspace/CloSe/data/close_image_scan/10094_8283.png,"['/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/10211/001.png', '/workspace/image_retrieval_dataset/11789/001.png']"
/workspace/CloSe/data/close_image_scan/10095_8412.png,"['/workspace/image_retrieval_dataset/10181/003.png', '/workspace/image_retrieval_dataset/11149/001.png', '/workspace/image_retrieval_dataset/14761/003.png', '/workspace/image_retrieval_dataset/13010/003.png', '/workspace/image_retrieval_dataset/14884/001.png']"
/workspace/CloSe/data/close_image_scan/10097_8529.png,"['/workspace/image_retrieval_dataset/11499/002.png', '/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/11734/003.png', '/workspace/image_retrieval_dataset/14951/001.png', '/workspace/image_retrieval_dataset/13110/003.png']"
/workspace/CloSe/data/close_image_scan/10098_8811.png,"['/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/32558/002.png', '/workspace/image_retrieval_dataset/11291/000.png', '/workspace/image_retrieval_dataset/11447/001.png']"
/workspace/CloSe/data/close_image_scan/10099_8845.png,"['/workspace/image_retrieval_dataset/10211/000.png', '/workspace/image_retrieval_dataset/12100/003.png', '/workspace/image_retrieval_dataset/13226/001.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/10108/000.png']"
/workspace/CloSe/data/close_image_scan/10100_8942.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/13316/003.png', '/workspace/image_retrieval_dataset/11374/000.png', '/workspace/image_retrieval_dataset/14956/000.png']"
/workspace/CloSe/data/close_image_scan/10101_8988.png,"['/workspace/image_retrieval_dataset/11499/002.png', '/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/11419/003.png', '/workspace/image_retrieval_dataset/12151/002.png', '/workspace/image_retrieval_dataset/10181/003.png']"
/workspace/CloSe/data/close_image_scan/10102_9107.png,"['/workspace/image_retrieval_dataset/10331/000.png', '/workspace/image_retrieval_dataset/13734/002.png', '/workspace/image_retrieval_dataset/14799/000.png', '/workspace/image_retrieval_dataset/12678/001.png', '/workspace/image_retrieval_dataset/10331/002.png']"
/workspace/CloSe/data/close_image_scan/10104_9226.png,"['/workspace/image_retrieval_dataset/13102/003.png', '/workspace/image_retrieval_dataset/10663/003.png', '/workspace/image_retrieval_dataset/14207/002.png', '/workspace/image_retrieval_dataset/11476/003.png', '/workspace/image_retrieval_dataset/10618/002.png']"
/workspace/CloSe/data/close_image_scan/10105_9254.png,"['/workspace/image_retrieval_dataset/14623/002.png', '/workspace/image_retrieval_dataset/13863/002.png', '/workspace/image_retrieval_dataset/14761/003.png', '/workspace/image_retrieval_dataset/10181/003.png', '/workspace/image_retrieval_dataset/11149/001.png']"
/workspace/CloSe/data/close_image_scan/10106_9286.png,"['/workspace/image_retrieval_dataset/10181/003.png', '/workspace/image_retrieval_dataset/14884/001.png', '/workspace/image_retrieval_dataset/13010/003.png', '/workspace/image_retrieval_dataset/12486/002.png', '/workspace/image_retrieval_dataset/11533/001.png']"
/workspace/CloSe/data/close_image_scan/10107_9312.png,"['/workspace/image_retrieval_dataset/11891/000.png', '/workspace/image_retrieval_dataset/11770/001.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/31021/002.png', '/workspace/image_retrieval_dataset/11789/001.png']"
/workspace/CloSe/data/close_image_scan/10108_9370.png,"['/workspace/image_retrieval_dataset/11533/001.png', '/workspace/image_retrieval_dataset/12831/002.png', '/workspace/image_retrieval_dataset/11278/003.png', '/workspace/image_retrieval_dataset/12151/002.png', '/workspace/image_retrieval_dataset/13375/003.png']"
/workspace/CloSe/data/close_image_scan/10109_9409.png,"['/workspace/image_retrieval_dataset/31212/001.png', '/workspace/image_retrieval_dataset/14623/002.png', '/workspace/image_retrieval_dataset/10041/002.png', '/workspace/image_retrieval_dataset/11914/003.png', '/workspace/image_retrieval_dataset/11109/002.png']"
/workspace/CloSe/data/close_image_scan/10110_9465.png,"['/workspace/image_retrieval_dataset/13102/003.png', '/workspace/image_retrieval_dataset/12617/001.png', '/workspace/image_retrieval_dataset/12110/001.png', '/workspace/image_retrieval_dataset/12236/001.png', '/workspace/image_retrieval_dataset/11051/002.png']"
/workspace/CloSe/data/close_image_scan/10111_9527.png,"['/workspace/image_retrieval_dataset/11476/003.png', '/workspace/image_retrieval_dataset/11806/000.png', '/workspace/image_retrieval_dataset/33356/003.png', '/workspace/image_retrieval_dataset/12236/001.png', '/workspace/image_retrieval_dataset/14365/001.png']"
/workspace/CloSe/data/close_image_scan/10112_9565.png,"['/workspace/image_retrieval_dataset/14827/003.png', '/workspace/image_retrieval_dataset/13937/003.png', '/workspace/image_retrieval_dataset/13804/002.png', '/workspace/image_retrieval_dataset/12128/000.png', '/workspace/image_retrieval_dataset/14881/001.png']"
/workspace/CloSe/data/close_image_scan/10114_9654.png,"['/workspace/image_retrieval_dataset/31614/002.png', '/workspace/image_retrieval_dataset/14799/000.png', '/workspace/image_retrieval_dataset/10929/001.png', '/workspace/image_retrieval_dataset/13216/001.png', '/workspace/image_retrieval_dataset/14181/003.png']"
/workspace/CloSe/data/close_image_scan/10115_9710.png,"['/workspace/image_retrieval_dataset/11016/003.png', '/workspace/image_retrieval_dataset/12769/001.png', '/workspace/image_retrieval_dataset/14380/002.png', '/workspace/image_retrieval_dataset/12303/000.png', '/workspace/image_retrieval_dataset/11789/001.png']"
