input_image,closest_images
/workspace/CloSe/data/close_image_scan/10051_5365.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/11272_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/12275_003.png']"
/workspace/CloSe/data/close_image_scan/10052_5401.png,"['/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14017_002.png']"
/workspace/CloSe/data/close_image_scan/10054_5567.png,"['/workspace/image_retrieval_dataset_new/10832_002.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/13804_002.png']"
/workspace/CloSe/data/close_image_scan/10055_5658.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/14701_000.png']"
/workspace/CloSe/data/close_image_scan/10056_5754.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/13810_002.png', '/workspace/image_retrieval_dataset_new/14718_002.png']"
/workspace/CloSe/data/close_image_scan/10059_6032.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/14187_002.png', '/workspace/image_retrieval_dataset_new/12787_000.png']"
/workspace/CloSe/data/close_image_scan/10060_6140.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png']"
/workspace/CloSe/data/close_image_scan/10062_6270.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/11978_002.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14449_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10064_6690.png,"['/workspace/image_retrieval_dataset_new/32815_002.png', '/workspace/image_retrieval_dataset_new/13554_001.png', '/workspace/image_retrieval_dataset_new/12835_000.png', '/workspace/image_retrieval_dataset_new/31021_002.png', '/workspace/image_retrieval_dataset_new/32154_003.png']"
/workspace/CloSe/data/close_image_scan/10065_6573.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14017_002.png', '/workspace/image_retrieval_dataset_new/13810_002.png', '/workspace/image_retrieval_dataset_new/12787_000.png']"
/workspace/CloSe/data/close_image_scan/10069_6836.png,"['/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png']"
/workspace/CloSe/data/close_image_scan/10070_6883.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/14017_002.png', '/workspace/image_retrieval_dataset_new/14827_003.png']"
/workspace/CloSe/data/close_image_scan/10071_6959.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/11272_003.png', '/workspace/image_retrieval_dataset_new/10266_001.png', '/workspace/image_retrieval_dataset_new/13065_001.png']"
/workspace/CloSe/data/close_image_scan/10072_7071.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10073_7160.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10074_7254.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/10832_002.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10075_7348.png,"['/workspace/image_retrieval_dataset_new/10832_002.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png']"
/workspace/CloSe/data/close_image_scan/10076_7428.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png']"
/workspace/CloSe/data/close_image_scan/10077_7525.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14827_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10078_7612.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/13065_003.png']"
/workspace/CloSe/data/close_image_scan/10082_7739.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/13215_002.png']"
/workspace/CloSe/data/close_image_scan/10084_7824.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/10202_003.png']"
/workspace/CloSe/data/close_image_scan/10085_7849.png,"['/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/10832_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10087_7960.png,"['/workspace/image_retrieval_dataset_new/14436_000.png', '/workspace/image_retrieval_dataset_new/13110_003.png', '/workspace/image_retrieval_dataset_new/14043_000.png', '/workspace/image_retrieval_dataset_new/10060_001.png', '/workspace/image_retrieval_dataset_new/14030_002.png']"
/workspace/CloSe/data/close_image_scan/10088_8012.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12454_003.png', '/workspace/image_retrieval_dataset_new/11214_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/11486_000.png']"
/workspace/CloSe/data/close_image_scan/10089_8063.png,"['/workspace/image_retrieval_dataset_new/30260_000.png', '/workspace/image_retrieval_dataset_new/31614_003.png', '/workspace/image_retrieval_dataset_new/14109_003.png', '/workspace/image_retrieval_dataset_new/34049_003.png', '/workspace/image_retrieval_dataset_new/14109_000.png']"
/workspace/CloSe/data/close_image_scan/10090_8102.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10091_8150.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/10832_002.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png']"
/workspace/CloSe/data/close_image_scan/10092_8197.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14017_002.png', '/workspace/image_retrieval_dataset_new/11514_003.png', '/workspace/image_retrieval_dataset_new/13961_000.png']"
/workspace/CloSe/data/close_image_scan/10093_8267.png,"['/workspace/image_retrieval_dataset_new/31021_002.png', '/workspace/image_retrieval_dataset_new/31254_001.png', '/workspace/image_retrieval_dataset_new/13239_001.png', '/workspace/image_retrieval_dataset_new/13024_003.png', '/workspace/image_retrieval_dataset_new/33374_001.png']"
/workspace/CloSe/data/close_image_scan/10094_8283.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/32888_000.png']"
/workspace/CloSe/data/close_image_scan/10095_8412.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14187_002.png', '/workspace/image_retrieval_dataset_new/14017_002.png']"
/workspace/CloSe/data/close_image_scan/10097_8529.png,"['/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/13804_002.png']"
/workspace/CloSe/data/close_image_scan/10098_8811.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/14189_001.png']"
/workspace/CloSe/data/close_image_scan/10099_8845.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/10202_003.png', '/workspace/image_retrieval_dataset_new/11486_000.png', '/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png']"
/workspace/CloSe/data/close_image_scan/10100_8942.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/14189_001.png']"
/workspace/CloSe/data/close_image_scan/10101_8988.png,"['/workspace/image_retrieval_dataset_new/32888_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/14884_002.png', '/workspace/image_retrieval_dataset_new/13804_002.png', '/workspace/image_retrieval_dataset_new/10202_003.png']"
/workspace/CloSe/data/close_image_scan/10102_9107.png,"['/workspace/image_retrieval_dataset_new/34049_003.png', '/workspace/image_retrieval_dataset_new/31614_003.png', '/workspace/image_retrieval_dataset_new/30260_000.png', '/workspace/image_retrieval_dataset_new/33735_001.png', '/workspace/image_retrieval_dataset_new/14109_003.png']"
/workspace/CloSe/data/close_image_scan/10104_9226.png,"['/workspace/image_retrieval_dataset_new/33258_000.png', '/workspace/image_retrieval_dataset_new/12410_001.png', '/workspace/image_retrieval_dataset_new/13312_001.png', '/workspace/image_retrieval_dataset_new/14192_003.png', '/workspace/image_retrieval_dataset_new/13877_003.png']"
/workspace/CloSe/data/close_image_scan/10105_9254.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/14017_002.png', '/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png']"
/workspace/CloSe/data/close_image_scan/10106_9286.png,"['/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/13961_000.png', '/workspace/image_retrieval_dataset_new/13810_000.png', '/workspace/image_retrieval_dataset_new/14187_002.png', '/workspace/image_retrieval_dataset_new/14043_001.png']"
/workspace/CloSe/data/close_image_scan/10107_9312.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/14718_002.png', '/workspace/image_retrieval_dataset_new/11592_001.png']"
/workspace/CloSe/data/close_image_scan/10108_9370.png,"['/workspace/image_retrieval_dataset_new/34049_003.png', '/workspace/image_retrieval_dataset_new/31614_003.png', '/workspace/image_retrieval_dataset_new/11533_001.png', '/workspace/image_retrieval_dataset_new/14799_000.png', '/workspace/image_retrieval_dataset_new/30260_003.png']"
/workspace/CloSe/data/close_image_scan/10109_9409.png,"['/workspace/image_retrieval_dataset_new/14761_003.png', '/workspace/image_retrieval_dataset_new/13674_001.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/33653_000.png', '/workspace/image_retrieval_dataset_new/32888_000.png']"
/workspace/CloSe/data/close_image_scan/10110_9465.png,"['/workspace/image_retrieval_dataset_new/13455_001.png', '/workspace/image_retrieval_dataset_new/30405_000.png', '/workspace/image_retrieval_dataset_new/14781_001.png', '/workspace/image_retrieval_dataset_new/14894_001.png', '/workspace/image_retrieval_dataset_new/13311_000.png']"
/workspace/CloSe/data/close_image_scan/10111_9527.png,"['/workspace/image_retrieval_dataset_new/30349_001.png', '/workspace/image_retrieval_dataset_new/13914_003.png', '/workspace/image_retrieval_dataset_new/14174_001.png', '/workspace/image_retrieval_dataset_new/14259_002.png', '/workspace/image_retrieval_dataset_new/11476_003.png']"
/workspace/CloSe/data/close_image_scan/10112_9565.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/14884_000.png', '/workspace/image_retrieval_dataset_new/33253_003.png', '/workspace/image_retrieval_dataset_new/14827_000.png', '/workspace/image_retrieval_dataset_new/32888_000.png']"
/workspace/CloSe/data/close_image_scan/10114_9654.png,"['/workspace/image_retrieval_dataset_new/34049_003.png', '/workspace/image_retrieval_dataset_new/31614_003.png', '/workspace/image_retrieval_dataset_new/30260_000.png', '/workspace/image_retrieval_dataset_new/14109_003.png', '/workspace/image_retrieval_dataset_new/14109_000.png']"
/workspace/CloSe/data/close_image_scan/10115_9710.png,"['/workspace/image_retrieval_dataset_new/14827_003.png', '/workspace/image_retrieval_dataset_new/12787_000.png', '/workspace/image_retrieval_dataset_new/12454_003.png', '/workspace/image_retrieval_dataset_new/14189_001.png', '/workspace/image_retrieval_dataset_new/11759_002.png']"
